Run	Family	Languages	Tested	Accuracy
0	Nuclear-Macro-Je	6	2	0.0
2	Nuclear-Macro-Je	6	2	0.0
3	Nuclear-Macro-Je	6	1	0.0
4	Nuclear-Macro-Je	6	2	0.0
5	Nuclear-Macro-Je	6	1	0.0
6	Nuclear-Macro-Je	6	1	0.0
7	Nuclear-Macro-Je	6	1	0.0
9	Nuclear-Macro-Je	6	3	0.0
0	Austroasiatic	35	5	100.0
1	Austroasiatic	35	8	100.0
2	Austroasiatic	35	8	100.0
3	Austroasiatic	35	2	100.0
4	Austroasiatic	35	7	71.429
5	Austroasiatic	35	8	75.0
6	Austroasiatic	35	6	83.333
7	Austroasiatic	35	7	85.714
8	Austroasiatic	35	8	87.5
9	Austroasiatic	35	7	85.714
0	Atlantic-Congo	47	10	100.0
1	Atlantic-Congo	47	11	90.909
2	Atlantic-Congo	47	6	100.0
3	Atlantic-Congo	47	7	100.0
4	Atlantic-Congo	47	9	100.0
5	Atlantic-Congo	47	10	90.0
6	Atlantic-Congo	47	12	91.667
7	Atlantic-Congo	47	12	91.667
8	Atlantic-Congo	47	11	100.0
9	Atlantic-Congo	47	12	100.0
0	Uto-Aztecan	26	5	100.0
1	Uto-Aztecan	26	8	100.0
2	Uto-Aztecan	26	3	100.0
3	Uto-Aztecan	26	6	100.0
4	Uto-Aztecan	26	5	100.0
5	Uto-Aztecan	26	4	100.0
6	Uto-Aztecan	26	6	100.0
7	Uto-Aztecan	26	4	100.0
8	Uto-Aztecan	26	9	100.0
9	Uto-Aztecan	26	5	100.0
0	Pama-Nyungan	57	10	100.0
1	Pama-Nyungan	57	9	100.0
2	Pama-Nyungan	57	15	93.333
3	Pama-Nyungan	57	6	100.0
4	Pama-Nyungan	57	15	93.333
5	Pama-Nyungan	57	6	100.0
6	Pama-Nyungan	57	10	100.0
7	Pama-Nyungan	57	14	100.0
8	Pama-Nyungan	57	13	100.0
9	Pama-Nyungan	57	11	100.0
0	Nuclear Trans New Guinea	34	7	57.143
1	Nuclear Trans New Guinea	34	9	66.667
2	Nuclear Trans New Guinea	34	6	100.0
3	Nuclear Trans New Guinea	34	7	71.429
4	Nuclear Trans New Guinea	34	7	71.429
5	Nuclear Trans New Guinea	34	8	50.0
6	Nuclear Trans New Guinea	34	11	45.455
7	Nuclear Trans New Guinea	34	3	100.0
8	Nuclear Trans New Guinea	34	8	50.0
9	Nuclear Trans New Guinea	34	10	50.0
0	Afro-Asiatic	30	7	100.0
1	Afro-Asiatic	30	5	100.0
2	Afro-Asiatic	30	5	80.0
3	Afro-Asiatic	30	9	88.889
4	Afro-Asiatic	30	7	85.714
5	Afro-Asiatic	30	3	33.333
6	Afro-Asiatic	30	2	50.0
7	Afro-Asiatic	30	10	70.0
8	Afro-Asiatic	30	5	80.0
9	Afro-Asiatic	30	5	80.0
0	Arawakan	10	4	50.0
1	Arawakan	10	1	100.0
3	Arawakan	10	1	0.0
4	Arawakan	10	1	100.0
5	Arawakan	10	1	100.0
6	Arawakan	10	1	100.0
7	Arawakan	10	2	100.0
8	Arawakan	10	3	100.0
9	Arawakan	10	3	33.333
0	Tupian	13	3	66.667
1	Tupian	13	5	100.0
2	Tupian	13	2	100.0
3	Tupian	13	3	100.0
4	Tupian	13	1	100.0
5	Tupian	13	1	100.0
6	Tupian	13	3	100.0
7	Tupian	13	1	100.0
8	Tupian	13	3	100.0
9	Tupian	13	4	75.0
0	Hmong-Mien	9	2	100.0
1	Hmong-Mien	9	2	100.0
2	Hmong-Mien	9	1	100.0
3	Hmong-Mien	9	3	100.0
5	Hmong-Mien	9	3	100.0
6	Hmong-Mien	9	2	100.0
9	Hmong-Mien	9	2	100.0
0	Dravidian	8	1	100.0
1	Dravidian	8	2	100.0
2	Dravidian	8	3	66.667
3	Dravidian	8	1	100.0
4	Dravidian	8	1	100.0
5	Dravidian	8	2	100.0
6	Dravidian	8	1	100.0
7	Dravidian	8	1	100.0
8	Dravidian	8	2	50.0
9	Dravidian	8	2	100.0
0	Indo-European	33	8	87.5
1	Indo-European	33	5	60.0
2	Indo-European	33	9	88.889
3	Indo-European	33	6	66.667
4	Indo-European	33	5	80.0
5	Indo-European	33	6	100.0
6	Indo-European	33	4	100.0
7	Indo-European	33	5	80.0
8	Indo-European	33	5	100.0
9	Indo-European	33	3	100.0
0	Tucanoan	10	1	100.0
1	Tucanoan	10	5	100.0
2	Tucanoan	10	4	100.0
3	Tucanoan	10	4	50.0
4	Tucanoan	10	1	100.0
6	Tucanoan	10	3	100.0
7	Tucanoan	10	4	100.0
8	Tucanoan	10	2	50.0
0	Turkic	14	2	100.0
1	Turkic	14	2	100.0
2	Turkic	14	4	100.0
3	Turkic	14	2	100.0
4	Turkic	14	3	100.0
5	Turkic	14	1	100.0
6	Turkic	14	3	100.0
7	Turkic	14	4	75.0
8	Turkic	14	2	100.0
9	Turkic	14	3	100.0
0	Mande	7	1	100.0
2	Mande	7	2	50.0
4	Mande	7	2	50.0
5	Mande	7	2	100.0
6	Mande	7	2	50.0
7	Mande	7	2	50.0
0	Chocoan	5	1	0.0
1	Chocoan	5	1	100.0
3	Chocoan	5	2	100.0
4	Chocoan	5	1	0.0
5	Chocoan	5	1	100.0
6	Chocoan	5	1	100.0
8	Chocoan	5	1	100.0
9	Chocoan	5	1	100.0
1	Quechuan	6	1	100.0
3	Quechuan	6	1	100.0
5	Quechuan	6	2	100.0
6	Quechuan	6	1	100.0
7	Quechuan	6	1	100.0
8	Quechuan	6	3	100.0
9	Quechuan	6	1	100.0
